id,category,subcategory,name,brand,specification,unit,price_range_inr,description,image_url
MAT00811,Electrical,Distribution Boards & Panels,4-Way SPN DB,Havells,Surface Mount,piece,Rs.979 - Rs.1820,"Havells 4-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+4-Way+SPN+DB
MAT00812,Electrical,Distribution Boards & Panels,4-Way SPN DB,Legrand,Surface Mount,piece,Rs.979 - Rs.1820,"Legrand 4-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+4-Way+SPN+DB
MAT00813,Electrical,Distribution Boards & Panels,4-Way SPN DB,Schneider Electric,Surface Mount,piece,Rs.979 - Rs.1820,"Schneider Electric 4-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+4-Way+SPN+DB
MAT00814,Electrical,Distribution Boards & Panels,4-Way SPN DB,L&T,Surface Mount,piece,Rs.979 - Rs.1820,"L&T 4-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+4-Way+SPN+DB
MAT00815,Electrical,Distribution Boards & Panels,4-Way SPN DB,Siemens,Surface Mount,piece,Rs.979 - Rs.1820,"Siemens 4-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+4-Way+SPN+DB
MAT00816,Electrical,Distribution Boards & Panels,4-Way SPN DB,Anchor,Surface Mount,piece,Rs.979 - Rs.1820,"Anchor 4-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+4-Way+SPN+DB
MAT00817,Electrical,Distribution Boards & Panels,4-Way SPN DB,Havells,Flush Mount,piece,Rs.979 - Rs.1820,"Havells 4-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+4-Way+SPN+DB
MAT00818,Electrical,Distribution Boards & Panels,4-Way SPN DB,Legrand,Flush Mount,piece,Rs.979 - Rs.1820,"Legrand 4-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+4-Way+SPN+DB
MAT00819,Electrical,Distribution Boards & Panels,4-Way SPN DB,Schneider Electric,Flush Mount,piece,Rs.979 - Rs.1820,"Schneider Electric 4-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+4-Way+SPN+DB
MAT00820,Electrical,Distribution Boards & Panels,4-Way SPN DB,L&T,Flush Mount,piece,Rs.979 - Rs.1820,"L&T 4-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+4-Way+SPN+DB
MAT00821,Electrical,Distribution Boards & Panels,4-Way SPN DB,Siemens,Flush Mount,piece,Rs.979 - Rs.1820,"Siemens 4-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+4-Way+SPN+DB
MAT00822,Electrical,Distribution Boards & Panels,4-Way SPN DB,Anchor,Flush Mount,piece,Rs.979 - Rs.1820,"Anchor 4-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+4-Way+SPN+DB
MAT00823,Electrical,Distribution Boards & Panels,4-Way SPN DB,Havells,Outdoor IP65,piece,Rs.979 - Rs.1820,"Havells 4-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+4-Way+SPN+DB
MAT00824,Electrical,Distribution Boards & Panels,4-Way SPN DB,Legrand,Outdoor IP65,piece,Rs.979 - Rs.1820,"Legrand 4-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+4-Way+SPN+DB
MAT00825,Electrical,Distribution Boards & Panels,4-Way SPN DB,Schneider Electric,Outdoor IP65,piece,Rs.979 - Rs.1820,"Schneider Electric 4-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+4-Way+SPN+DB
MAT00826,Electrical,Distribution Boards & Panels,4-Way SPN DB,L&T,Outdoor IP65,piece,Rs.979 - Rs.1820,"L&T 4-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+4-Way+SPN+DB
MAT00827,Electrical,Distribution Boards & Panels,4-Way SPN DB,Siemens,Outdoor IP65,piece,Rs.979 - Rs.1820,"Siemens 4-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+4-Way+SPN+DB
MAT00828,Electrical,Distribution Boards & Panels,4-Way SPN DB,Anchor,Outdoor IP65,piece,Rs.979 - Rs.1820,"Anchor 4-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+4-Way+SPN+DB
MAT00829,Electrical,Distribution Boards & Panels,4-Way SPN DB,Havells,Indoor IP44,piece,Rs.979 - Rs.1820,"Havells 4-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+4-Way+SPN+DB
MAT00830,Electrical,Distribution Boards & Panels,4-Way SPN DB,Legrand,Indoor IP44,piece,Rs.979 - Rs.1820,"Legrand 4-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+4-Way+SPN+DB
MAT00831,Electrical,Distribution Boards & Panels,4-Way SPN DB,Schneider Electric,Indoor IP44,piece,Rs.979 - Rs.1820,"Schneider Electric 4-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+4-Way+SPN+DB
MAT00832,Electrical,Distribution Boards & Panels,4-Way SPN DB,L&T,Indoor IP44,piece,Rs.979 - Rs.1820,"L&T 4-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+4-Way+SPN+DB
MAT00833,Electrical,Distribution Boards & Panels,4-Way SPN DB,Siemens,Indoor IP44,piece,Rs.979 - Rs.1820,"Siemens 4-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+4-Way+SPN+DB
MAT00834,Electrical,Distribution Boards & Panels,4-Way SPN DB,Anchor,Indoor IP44,piece,Rs.979 - Rs.1820,"Anchor 4-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+4-Way+SPN+DB
MAT00835,Electrical,Distribution Boards & Panels,6-Way SPN DB,Havells,Surface Mount,piece,Rs.979 - Rs.1820,"Havells 6-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+6-Way+SPN+DB
MAT00836,Electrical,Distribution Boards & Panels,6-Way SPN DB,Legrand,Surface Mount,piece,Rs.979 - Rs.1820,"Legrand 6-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+6-Way+SPN+DB
MAT00837,Electrical,Distribution Boards & Panels,6-Way SPN DB,Schneider Electric,Surface Mount,piece,Rs.979 - Rs.1820,"Schneider Electric 6-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+6-Way+SPN+DB
MAT00838,Electrical,Distribution Boards & Panels,6-Way SPN DB,L&T,Surface Mount,piece,Rs.979 - Rs.1820,"L&T 6-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+6-Way+SPN+DB
MAT00839,Electrical,Distribution Boards & Panels,6-Way SPN DB,Siemens,Surface Mount,piece,Rs.979 - Rs.1820,"Siemens 6-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+6-Way+SPN+DB
MAT00840,Electrical,Distribution Boards & Panels,6-Way SPN DB,Anchor,Surface Mount,piece,Rs.979 - Rs.1820,"Anchor 6-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+6-Way+SPN+DB
MAT00841,Electrical,Distribution Boards & Panels,6-Way SPN DB,Havells,Flush Mount,piece,Rs.979 - Rs.1820,"Havells 6-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+6-Way+SPN+DB
MAT00842,Electrical,Distribution Boards & Panels,6-Way SPN DB,Legrand,Flush Mount,piece,Rs.979 - Rs.1820,"Legrand 6-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+6-Way+SPN+DB
MAT00843,Electrical,Distribution Boards & Panels,6-Way SPN DB,Schneider Electric,Flush Mount,piece,Rs.979 - Rs.1820,"Schneider Electric 6-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+6-Way+SPN+DB
MAT00844,Electrical,Distribution Boards & Panels,6-Way SPN DB,L&T,Flush Mount,piece,Rs.979 - Rs.1820,"L&T 6-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+6-Way+SPN+DB
MAT00845,Electrical,Distribution Boards & Panels,6-Way SPN DB,Siemens,Flush Mount,piece,Rs.979 - Rs.1820,"Siemens 6-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+6-Way+SPN+DB
MAT00846,Electrical,Distribution Boards & Panels,6-Way SPN DB,Anchor,Flush Mount,piece,Rs.979 - Rs.1820,"Anchor 6-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+6-Way+SPN+DB
MAT00847,Electrical,Distribution Boards & Panels,6-Way SPN DB,Havells,Outdoor IP65,piece,Rs.979 - Rs.1820,"Havells 6-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+6-Way+SPN+DB
MAT00848,Electrical,Distribution Boards & Panels,6-Way SPN DB,Legrand,Outdoor IP65,piece,Rs.979 - Rs.1820,"Legrand 6-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+6-Way+SPN+DB
MAT00849,Electrical,Distribution Boards & Panels,6-Way SPN DB,Schneider Electric,Outdoor IP65,piece,Rs.979 - Rs.1820,"Schneider Electric 6-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+6-Way+SPN+DB
MAT00850,Electrical,Distribution Boards & Panels,6-Way SPN DB,L&T,Outdoor IP65,piece,Rs.979 - Rs.1820,"L&T 6-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+6-Way+SPN+DB
MAT00851,Electrical,Distribution Boards & Panels,6-Way SPN DB,Siemens,Outdoor IP65,piece,Rs.979 - Rs.1820,"Siemens 6-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+6-Way+SPN+DB
MAT00852,Electrical,Distribution Boards & Panels,6-Way SPN DB,Anchor,Outdoor IP65,piece,Rs.979 - Rs.1820,"Anchor 6-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+6-Way+SPN+DB
MAT00853,Electrical,Distribution Boards & Panels,6-Way SPN DB,Havells,Indoor IP44,piece,Rs.979 - Rs.1820,"Havells 6-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+6-Way+SPN+DB
MAT00854,Electrical,Distribution Boards & Panels,6-Way SPN DB,Legrand,Indoor IP44,piece,Rs.979 - Rs.1820,"Legrand 6-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+6-Way+SPN+DB
MAT00855,Electrical,Distribution Boards & Panels,6-Way SPN DB,Schneider Electric,Indoor IP44,piece,Rs.979 - Rs.1820,"Schneider Electric 6-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+6-Way+SPN+DB
MAT00856,Electrical,Distribution Boards & Panels,6-Way SPN DB,L&T,Indoor IP44,piece,Rs.979 - Rs.1820,"L&T 6-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+6-Way+SPN+DB
MAT00857,Electrical,Distribution Boards & Panels,6-Way SPN DB,Siemens,Indoor IP44,piece,Rs.979 - Rs.1820,"Siemens 6-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+6-Way+SPN+DB
MAT00858,Electrical,Distribution Boards & Panels,6-Way SPN DB,Anchor,Indoor IP44,piece,Rs.979 - Rs.1820,"Anchor 6-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+6-Way+SPN+DB
MAT00859,Electrical,Distribution Boards & Panels,8-Way SPN DB,Havells,Surface Mount,piece,Rs.979 - Rs.1820,"Havells 8-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+8-Way+SPN+DB
MAT00860,Electrical,Distribution Boards & Panels,8-Way SPN DB,Legrand,Surface Mount,piece,Rs.979 - Rs.1820,"Legrand 8-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+8-Way+SPN+DB
MAT00861,Electrical,Distribution Boards & Panels,8-Way SPN DB,Schneider Electric,Surface Mount,piece,Rs.979 - Rs.1820,"Schneider Electric 8-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+8-Way+SPN+DB
MAT00862,Electrical,Distribution Boards & Panels,8-Way SPN DB,L&T,Surface Mount,piece,Rs.979 - Rs.1820,"L&T 8-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+8-Way+SPN+DB
MAT00863,Electrical,Distribution Boards & Panels,8-Way SPN DB,Siemens,Surface Mount,piece,Rs.979 - Rs.1820,"Siemens 8-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+8-Way+SPN+DB
MAT00864,Electrical,Distribution Boards & Panels,8-Way SPN DB,Anchor,Surface Mount,piece,Rs.979 - Rs.1820,"Anchor 8-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+8-Way+SPN+DB
MAT00865,Electrical,Distribution Boards & Panels,8-Way SPN DB,Havells,Flush Mount,piece,Rs.979 - Rs.1820,"Havells 8-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+8-Way+SPN+DB
MAT00866,Electrical,Distribution Boards & Panels,8-Way SPN DB,Legrand,Flush Mount,piece,Rs.979 - Rs.1820,"Legrand 8-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+8-Way+SPN+DB
MAT00867,Electrical,Distribution Boards & Panels,8-Way SPN DB,Schneider Electric,Flush Mount,piece,Rs.979 - Rs.1820,"Schneider Electric 8-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+8-Way+SPN+DB
MAT00868,Electrical,Distribution Boards & Panels,8-Way SPN DB,L&T,Flush Mount,piece,Rs.979 - Rs.1820,"L&T 8-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+8-Way+SPN+DB
MAT00869,Electrical,Distribution Boards & Panels,8-Way SPN DB,Siemens,Flush Mount,piece,Rs.979 - Rs.1820,"Siemens 8-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+8-Way+SPN+DB
MAT00870,Electrical,Distribution Boards & Panels,8-Way SPN DB,Anchor,Flush Mount,piece,Rs.979 - Rs.1820,"Anchor 8-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+8-Way+SPN+DB
MAT00871,Electrical,Distribution Boards & Panels,8-Way SPN DB,Havells,Outdoor IP65,piece,Rs.979 - Rs.1820,"Havells 8-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+8-Way+SPN+DB
MAT00872,Electrical,Distribution Boards & Panels,8-Way SPN DB,Legrand,Outdoor IP65,piece,Rs.979 - Rs.1820,"Legrand 8-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+8-Way+SPN+DB
MAT00873,Electrical,Distribution Boards & Panels,8-Way SPN DB,Schneider Electric,Outdoor IP65,piece,Rs.979 - Rs.1820,"Schneider Electric 8-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+8-Way+SPN+DB
MAT00874,Electrical,Distribution Boards & Panels,8-Way SPN DB,L&T,Outdoor IP65,piece,Rs.979 - Rs.1820,"L&T 8-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+8-Way+SPN+DB
MAT00875,Electrical,Distribution Boards & Panels,8-Way SPN DB,Siemens,Outdoor IP65,piece,Rs.979 - Rs.1820,"Siemens 8-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+8-Way+SPN+DB
MAT00876,Electrical,Distribution Boards & Panels,8-Way SPN DB,Anchor,Outdoor IP65,piece,Rs.979 - Rs.1820,"Anchor 8-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+8-Way+SPN+DB
MAT00877,Electrical,Distribution Boards & Panels,8-Way SPN DB,Havells,Indoor IP44,piece,Rs.979 - Rs.1820,"Havells 8-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+8-Way+SPN+DB
MAT00878,Electrical,Distribution Boards & Panels,8-Way SPN DB,Legrand,Indoor IP44,piece,Rs.979 - Rs.1820,"Legrand 8-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+8-Way+SPN+DB
MAT00879,Electrical,Distribution Boards & Panels,8-Way SPN DB,Schneider Electric,Indoor IP44,piece,Rs.979 - Rs.1820,"Schneider Electric 8-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+8-Way+SPN+DB
MAT00880,Electrical,Distribution Boards & Panels,8-Way SPN DB,L&T,Indoor IP44,piece,Rs.979 - Rs.1820,"L&T 8-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+8-Way+SPN+DB
MAT00881,Electrical,Distribution Boards & Panels,8-Way SPN DB,Siemens,Indoor IP44,piece,Rs.979 - Rs.1820,"Siemens 8-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+8-Way+SPN+DB
MAT00882,Electrical,Distribution Boards & Panels,8-Way SPN DB,Anchor,Indoor IP44,piece,Rs.979 - Rs.1820,"Anchor 8-Way SPN DB, Indoor IP44 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+8-Way+SPN+DB
MAT00883,Electrical,Distribution Boards & Panels,12-Way SPN DB,Havells,Surface Mount,piece,Rs.979 - Rs.1820,"Havells 12-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+12-Way+SPN+DB
MAT00884,Electrical,Distribution Boards & Panels,12-Way SPN DB,Legrand,Surface Mount,piece,Rs.979 - Rs.1820,"Legrand 12-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+12-Way+SPN+DB
MAT00885,Electrical,Distribution Boards & Panels,12-Way SPN DB,Schneider Electric,Surface Mount,piece,Rs.979 - Rs.1820,"Schneider Electric 12-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+12-Way+SPN+DB
MAT00886,Electrical,Distribution Boards & Panels,12-Way SPN DB,L&T,Surface Mount,piece,Rs.979 - Rs.1820,"L&T 12-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+12-Way+SPN+DB
MAT00887,Electrical,Distribution Boards & Panels,12-Way SPN DB,Siemens,Surface Mount,piece,Rs.979 - Rs.1820,"Siemens 12-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+12-Way+SPN+DB
MAT00888,Electrical,Distribution Boards & Panels,12-Way SPN DB,Anchor,Surface Mount,piece,Rs.979 - Rs.1820,"Anchor 12-Way SPN DB, Surface Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+12-Way+SPN+DB
MAT00889,Electrical,Distribution Boards & Panels,12-Way SPN DB,Havells,Flush Mount,piece,Rs.979 - Rs.1820,"Havells 12-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+12-Way+SPN+DB
MAT00890,Electrical,Distribution Boards & Panels,12-Way SPN DB,Legrand,Flush Mount,piece,Rs.979 - Rs.1820,"Legrand 12-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+12-Way+SPN+DB
MAT00891,Electrical,Distribution Boards & Panels,12-Way SPN DB,Schneider Electric,Flush Mount,piece,Rs.979 - Rs.1820,"Schneider Electric 12-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+12-Way+SPN+DB
MAT00892,Electrical,Distribution Boards & Panels,12-Way SPN DB,L&T,Flush Mount,piece,Rs.979 - Rs.1820,"L&T 12-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+12-Way+SPN+DB
MAT00893,Electrical,Distribution Boards & Panels,12-Way SPN DB,Siemens,Flush Mount,piece,Rs.979 - Rs.1820,"Siemens 12-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+12-Way+SPN+DB
MAT00894,Electrical,Distribution Boards & Panels,12-Way SPN DB,Anchor,Flush Mount,piece,Rs.979 - Rs.1820,"Anchor 12-Way SPN DB, Flush Mount type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+12-Way+SPN+DB
MAT00895,Electrical,Distribution Boards & Panels,12-Way SPN DB,Havells,Outdoor IP65,piece,Rs.979 - Rs.1820,"Havells 12-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Havells+12-Way+SPN+DB
MAT00896,Electrical,Distribution Boards & Panels,12-Way SPN DB,Legrand,Outdoor IP65,piece,Rs.979 - Rs.1820,"Legrand 12-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Legrand+12-Way+SPN+DB
MAT00897,Electrical,Distribution Boards & Panels,12-Way SPN DB,Schneider Electric,Outdoor IP65,piece,Rs.979 - Rs.1820,"Schneider Electric 12-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Schneider+Electric+12-Way+SPN+DB
MAT00898,Electrical,Distribution Boards & Panels,12-Way SPN DB,L&T,Outdoor IP65,piece,Rs.979 - Rs.1820,"L&T 12-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=L%26T+12-Way+SPN+DB
MAT00899,Electrical,Distribution Boards & Panels,12-Way SPN DB,Siemens,Outdoor IP65,piece,Rs.979 - Rs.1820,"Siemens 12-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Siemens+12-Way+SPN+DB
MAT00900,Electrical,Distribution Boards & Panels,12-Way SPN DB,Anchor,Outdoor IP65,piece,Rs.979 - Rs.1820,"Anchor 12-Way SPN DB, Outdoor IP65 type, used to house MCBs and control circuit distribution.",https://placehold.co/400x300/F4C430/222222?text=Anchor+12-Way+SPN+DB
MAT00901,Electrical,Lighting,LED Bulb (5W),Philips,5W,piece,Rs.175 - Rs.325,"Philips LED Bulb, 5W rating, energy efficient LED lighting fixture.",https://placehold.co/400x300/F4C430/222222?text=Philips+LED+Bulb+%285W%29
MAT00902,Electrical,Lighting,LED Bulb (5W),Havells,5W,piece,Rs.175 - Rs.325,"Havells LED Bulb, 5W rating, energy efficient LED lighting fixture.",https://placehold.co/400x300/F4C430/222222?text=Havells+LED+Bulb+%285W%29
MAT00903,Electrical,Lighting,LED Bulb (5W),Syska,5W,piece,Rs.175 - Rs.325,"Syska LED Bulb, 5W rating, energy efficient LED lighting fixture.",https://placehold.co/400x300/F4C430/222222?text=Syska+LED+Bulb+%285W%29
MAT00904,Electrical,Lighting,LED Bulb (5W),Wipro,5W,piece,Rs.175 - Rs.325,"Wipro LED Bulb, 5W rating, energy efficient LED lighting fixture.",https://placehold.co/400x300/F4C430/222222?text=Wipro+LED+Bulb+%285W%29
MAT00905,Electrical,Lighting,LED Bulb (5W),Crompton,5W,piece,Rs.175 - Rs.325,"Crompton LED Bulb, 5W rating, energy efficient LED lighting fixture.",https://placehold.co/400x300/F4C430/222222?text=Crompton+LED+Bulb+%285W%29
MAT00906,Electrical,Lighting,LED Bulb (5W),Bajaj Electricals,5W,piece,Rs.175 - Rs.325,"Bajaj Electricals LED Bulb, 5W rating, energy efficient LED lighting fixture.",https://placehold.co/400x300/F4C430/222222?text=Bajaj+Electricals+LED+Bulb+%285W%29
MAT00907,Electrical,Lighting,LED Bulb (5W),Orient Electric,5W,piece,Rs.175 - Rs.325,"Orient Electric LED Bulb, 5W rating, energy efficient LED lighting fixture.",https://placehold.co/400x300/F4C430/222222?text=Orient+Electric+LED+Bulb+%285W%29
